ml_classifier_name,host_name,running_time1(average sec),mean_test_auc,mean_train_auc,percent_auc_diff,L1,L2,batch_size,dec,drate,epochs,hacti,iacti,idim,kinit,lrate,ls,ltype,momen,mstruct,oacti,opti,1,2,3,4,layer_number
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.7339899999999999,0.8747969999999999,0.1918369999999999,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 100, 100, 1)",sigmoid,SGD,100.0,100.0,100.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.710711,0.862722,0.213886,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 100, 200, 1)",sigmoid,SGD,100.0,100.0,100.0,200.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.723308,0.880101,0.216771,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 200, 100, 1)",sigmoid,SGD,100.0,100.0,200.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.7276050000000001,0.880073,0.2095469999999999,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 200, 100, 100, 1)",sigmoid,SGD,100.0,200.0,100.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.720141,0.900695,0.250719,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(200, 100, 100, 100, 1)",sigmoid,SGD,200.0,100.0,100.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.72502,0.863084,0.190428,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 100, 300, 1)",sigmoid,SGD,100.0,100.0,100.0,300.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.724562,0.87831,0.212194,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 300, 100, 1)",sigmoid,SGD,100.0,100.0,300.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.72421,0.885656,0.222927,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 300, 100, 100, 1)",sigmoid,SGD,100.0,300.0,100.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.71982,0.908554,0.2621949999999999,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(300, 100, 100, 100, 1)",sigmoid,SGD,300.0,100.0,100.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.721288,0.862081,0.195196,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 100, 400, 1)",sigmoid,SGD,100.0,100.0,100.0,400.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.729813,0.8791200000000001,0.2045809999999999,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 400, 100, 1)",sigmoid,SGD,100.0,100.0,400.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.727275,0.894957,0.230561,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 400, 100, 100, 1)",sigmoid,SGD,100.0,400.0,100.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.724946,0.915115,0.262322,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(400, 100, 100, 100, 1)",sigmoid,SGD,400.0,100.0,100.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.7319319999999999,0.859717,0.174587,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 100, 500, 1)",sigmoid,SGD,100.0,100.0,100.0,500.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.716106,0.8682610000000001,0.212475,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 500, 100, 1)",sigmoid,SGD,100.0,100.0,500.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.7397819999999999,0.8765120000000001,0.184825,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 500, 100, 100, 1)",sigmoid,SGD,100.0,500.0,100.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.706102,0.907298,0.28494,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(500, 100, 100, 100, 1)",sigmoid,SGD,500.0,100.0,100.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.727815,0.858049,0.178938,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 100, 600, 1)",sigmoid,SGD,100.0,100.0,100.0,600.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.726514,0.873064,0.201716,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 600, 100, 1)",sigmoid,SGD,100.0,100.0,600.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.724236,0.887115,0.2248969999999999,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 600, 100, 100, 1)",sigmoid,SGD,100.0,600.0,100.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.709952,0.916843,0.291415,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(600, 100, 100, 100, 1)",sigmoid,SGD,600.0,100.0,100.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.7129850000000001,0.864482,0.212483,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 100, 700, 1)",sigmoid,SGD,100.0,100.0,100.0,700.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.7338319999999999,0.87229,0.1886789999999999,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 700, 100, 1)",sigmoid,SGD,100.0,100.0,700.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.731455,0.883352,0.207664,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 700, 100, 100, 1)",sigmoid,SGD,100.0,700.0,100.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.712599,0.920225,0.291364,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(700, 100, 100, 100, 1)",sigmoid,SGD,700.0,100.0,100.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.721331,0.8589120000000001,0.1907329999999999,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 100, 800, 1)",sigmoid,SGD,100.0,100.0,100.0,800.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.724959,0.8754790000000001,0.207627,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 800, 100, 1)",sigmoid,SGD,100.0,100.0,800.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.730913,0.886042,0.21224,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 800, 100, 100, 1)",sigmoid,SGD,100.0,800.0,100.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.7114199999999999,0.906099,0.273649,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(800, 100, 100, 100, 1)",sigmoid,SGD,800.0,100.0,100.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.7305520000000001,0.859809,0.17693,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 100, 900, 1)",sigmoid,SGD,100.0,100.0,100.0,900.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.716789,0.878373,0.225428,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 100, 900, 100, 1)",sigmoid,SGD,100.0,100.0,900.0,100.0,4.0
'deep learning keras','Chuhans-MBP.fios-router.home',49.531312896,0.71934,0.8793549999999999,0.222446,0,0,536,0,0,100,relu,relu,20,he_normal,0.1,binary_crossentropy,2,0,"(100, 900, 100, 100, 1)",sigmoid,SGD,100.0,900.0,100.0,100.0,4.0
