ml_classifier_name,host_name,running_time1(average sec),mean_test_auc,mean_train_auc,percent_auc_diff,L1,L2,batch_size,dec,drate,epochs,hacti,iacti,idim,kinit,lrate,ls,ltype,momen,mstruct,oacti,opti,1,2,3,4,layer_number
'deep learning keras','abj40-dt',38.981408715,0.729545,0.749012,0.0266839999999999,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 100, 100, 1)",sigmoid,Adagrad,100.0,100.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.726104,0.744682,0.025586,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 100, 200, 1)",sigmoid,Adagrad,100.0,100.0,100.0,200.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7231390000000001,0.739451,0.022557,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 200, 100, 1)",sigmoid,Adagrad,100.0,100.0,200.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.730029,0.747343,0.023718,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 200, 100, 100, 1)",sigmoid,Adagrad,100.0,200.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.728599,0.744318,0.021574,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(200, 100, 100, 100, 1)",sigmoid,Adagrad,200.0,100.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.718911,0.739681,0.028891,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 100, 300, 1)",sigmoid,Adagrad,100.0,100.0,100.0,300.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7246630000000001,0.746686,0.0303899999999999,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 300, 100, 1)",sigmoid,Adagrad,100.0,100.0,300.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.727687,0.748182,0.028165,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 300, 100, 100, 1)",sigmoid,Adagrad,100.0,300.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.729811,0.744904,0.02068,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(300, 100, 100, 100, 1)",sigmoid,Adagrad,300.0,100.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.716043,0.738084,0.030782,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 100, 400, 1)",sigmoid,Adagrad,100.0,100.0,100.0,400.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.72243,0.743698,0.0294399999999999,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 400, 100, 1)",sigmoid,Adagrad,100.0,100.0,400.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.729809,0.748033,0.024972,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 400, 100, 100, 1)",sigmoid,Adagrad,100.0,400.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.730088,0.7428680000000001,0.017504,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(400, 100, 100, 100, 1)",sigmoid,Adagrad,400.0,100.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7241770000000001,0.740321,0.022293,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 100, 500, 1)",sigmoid,Adagrad,100.0,100.0,100.0,500.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.727325,0.748317,0.028862,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 500, 100, 1)",sigmoid,Adagrad,100.0,100.0,500.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7285689999999999,0.744893,0.022405,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 500, 100, 100, 1)",sigmoid,Adagrad,100.0,500.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7333689999999999,0.742304,0.012183,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(500, 100, 100, 100, 1)",sigmoid,Adagrad,500.0,100.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7220449999999999,0.737633,0.0215889999999999,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 100, 600, 1)",sigmoid,Adagrad,100.0,100.0,100.0,600.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.724617,0.746471,0.030159,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 600, 100, 1)",sigmoid,Adagrad,100.0,100.0,600.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.732387,0.7510939999999999,0.025542,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 600, 100, 100, 1)",sigmoid,Adagrad,100.0,600.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.72578,0.740839,0.020748,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(600, 100, 100, 100, 1)",sigmoid,Adagrad,600.0,100.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.722707,0.74624,0.032562,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 100, 700, 1)",sigmoid,Adagrad,100.0,100.0,100.0,700.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.726684,0.748815,0.030455,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 700, 100, 1)",sigmoid,Adagrad,100.0,100.0,700.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7333430000000001,0.7501180000000001,0.022875,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 700, 100, 100, 1)",sigmoid,Adagrad,100.0,700.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.732654,0.7449640000000001,0.016803,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(700, 100, 100, 100, 1)",sigmoid,Adagrad,700.0,100.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7244970000000001,0.742576,0.024955,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 100, 800, 1)",sigmoid,Adagrad,100.0,100.0,100.0,800.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.733699,0.7506430000000001,0.023094,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 800, 100, 1)",sigmoid,Adagrad,100.0,100.0,800.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.731114,0.749965,0.0257839999999999,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 800, 100, 100, 1)",sigmoid,Adagrad,100.0,800.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.733224,0.746805,0.0185229999999999,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(800, 100, 100, 100, 1)",sigmoid,Adagrad,800.0,100.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.726957,0.7453029999999999,0.025237,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 100, 900, 1)",sigmoid,Adagrad,100.0,100.0,100.0,900.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.728647,0.747305,0.025608,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 900, 100, 1)",sigmoid,Adagrad,100.0,100.0,900.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.726472,0.747456,0.0288839999999999,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 900, 100, 100, 1)",sigmoid,Adagrad,100.0,900.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7307140000000001,0.7468279999999999,0.0220509999999999,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(900, 100, 100, 100, 1)",sigmoid,Adagrad,900.0,100.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.713916,0.737375,0.03286,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 100, 1000, 1)",sigmoid,Adagrad,100.0,100.0,100.0,1000.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7287819999999999,0.745478,0.022909,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 1000, 100, 1)",sigmoid,Adagrad,100.0,100.0,1000.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.731146,0.747793,0.022768,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 1000, 100, 100, 1)",sigmoid,Adagrad,100.0,1000.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.729119,0.745938,0.023068,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(1000, 100, 100, 100, 1)",sigmoid,Adagrad,1000.0,100.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.730191,0.746002,0.021653,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 200, 200, 1)",sigmoid,Adagrad,100.0,100.0,200.0,200.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.727895,0.74707,0.026343,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 200, 100, 200, 1)",sigmoid,Adagrad,100.0,200.0,100.0,200.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.725748,0.745214,0.026822,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 200, 200, 100, 1)",sigmoid,Adagrad,100.0,200.0,200.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.720813,0.743885,0.0320089999999999,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(200, 100, 100, 200, 1)",sigmoid,Adagrad,200.0,100.0,100.0,200.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.727256,0.74421,0.023312,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(200, 100, 200, 100, 1)",sigmoid,Adagrad,200.0,100.0,200.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.729901,0.746323,0.022498,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(200, 200, 100, 100, 1)",sigmoid,Adagrad,200.0,200.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7235560000000001,0.745633,0.030511,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 200, 300, 1)",sigmoid,Adagrad,100.0,100.0,200.0,300.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.721988,0.745979,0.033229,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 300, 200, 1)",sigmoid,Adagrad,100.0,100.0,300.0,200.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.723748,0.744258,0.028338,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 200, 100, 300, 1)",sigmoid,Adagrad,100.0,200.0,100.0,300.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7261449999999999,0.748021,0.0301269999999999,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 200, 300, 100, 1)",sigmoid,Adagrad,100.0,200.0,300.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.73096,0.748635,0.02418,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 300, 100, 200, 1)",sigmoid,Adagrad,100.0,300.0,100.0,200.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.72364,0.7452409999999999,0.029851,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 300, 200, 100, 1)",sigmoid,Adagrad,100.0,300.0,200.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.726592,0.744732,0.024967,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(200, 100, 100, 300, 1)",sigmoid,Adagrad,200.0,100.0,100.0,300.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7229770000000001,0.7447779999999999,0.030155,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(200, 100, 300, 100, 1)",sigmoid,Adagrad,200.0,100.0,300.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.727197,0.7466689999999999,0.026777,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(200, 300, 100, 100, 1)",sigmoid,Adagrad,200.0,300.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7310949999999999,0.748452,0.0237409999999999,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(300, 100, 100, 200, 1)",sigmoid,Adagrad,300.0,100.0,100.0,200.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.734742,0.746233,0.01564,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(300, 100, 200, 100, 1)",sigmoid,Adagrad,300.0,100.0,200.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.730448,0.744316,0.018986,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(300, 200, 100, 100, 1)",sigmoid,Adagrad,300.0,200.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7270909999999999,0.748418,0.029332,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 200, 400, 1)",sigmoid,Adagrad,100.0,100.0,200.0,400.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.728703,0.7451479999999999,0.022568,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 400, 200, 1)",sigmoid,Adagrad,100.0,100.0,400.0,200.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.729061,0.746054,0.023308,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 200, 100, 400, 1)",sigmoid,Adagrad,100.0,200.0,100.0,400.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.729779,0.74483,0.020623,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 200, 400, 100, 1)",sigmoid,Adagrad,100.0,200.0,400.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.725859,0.745582,0.027172,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 400, 100, 200, 1)",sigmoid,Adagrad,100.0,400.0,100.0,200.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.730033,0.746425,0.022453,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 400, 200, 100, 1)",sigmoid,Adagrad,100.0,400.0,200.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7248720000000001,0.748879,0.033118,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(200, 100, 100, 400, 1)",sigmoid,Adagrad,200.0,100.0,100.0,400.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7292850000000001,0.7476729999999999,0.025214,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(200, 100, 400, 100, 1)",sigmoid,Adagrad,200.0,100.0,400.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.732015,0.74775,0.021496,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(200, 400, 100, 100, 1)",sigmoid,Adagrad,200.0,400.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.728973,0.7433930000000001,0.019781,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(400, 100, 100, 200, 1)",sigmoid,Adagrad,400.0,100.0,100.0,200.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.729209,0.747055,0.0244729999999999,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(400, 100, 200, 100, 1)",sigmoid,Adagrad,400.0,100.0,200.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.72004,0.739977,0.027689,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(400, 200, 100, 100, 1)",sigmoid,Adagrad,400.0,200.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.72064,0.740811,0.027991,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 200, 500, 1)",sigmoid,Adagrad,100.0,100.0,200.0,500.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.7238640000000001,0.743746,0.027466,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 500, 200, 1)",sigmoid,Adagrad,100.0,100.0,500.0,200.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.719871,0.742637,0.031625,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 200, 100, 500, 1)",sigmoid,Adagrad,100.0,200.0,100.0,500.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.726259,0.744674,0.025355,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 200, 500, 100, 1)",sigmoid,Adagrad,100.0,200.0,500.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.731192,0.7497189999999999,0.0253389999999999,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 500, 100, 200, 1)",sigmoid,Adagrad,100.0,500.0,100.0,200.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.729754,0.749116,0.026532,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 500, 200, 100, 1)",sigmoid,Adagrad,100.0,500.0,200.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.730598,0.74574,0.020727,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(200, 100, 100, 500, 1)",sigmoid,Adagrad,200.0,100.0,100.0,500.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.732464,0.7468899999999999,0.019696,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(200, 100, 500, 100, 1)",sigmoid,Adagrad,200.0,100.0,500.0,100.0,4.0
'deep learning keras','abj40-dt',38.981408715,0.729677,0.748591,0.025922,0.02,0.02,134,0.001,0.5,20,relu,relu,20,glorot_normal,0.05,binary_crossentropy,2,0.9,"(200, 500, 100, 100, 1)",sigmoid,Adagrad,200.0,500.0,100.0,100.0,4.0
