ml_classifier_name,host_name,running_time1(average sec),mean_test_auc,mean_train_auc,percent_auc_diff,L1,L2,batch_size,dec,drate,epochs,hacti,iacti,idim,kinit,lrate,ls,ltype,momen,mstruct,oacti,opti,1,2,3,4,layer_number
'deep learning keras','abj40-dt',10.888374893,0.784529,0.828357,0.055866,0.02,0.02,134,0.001,0.5,20,relu,relu,17,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 100, 100, 1)",sigmoid,Adagrad,100.0,100.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',10.888374893,0.797966,0.829308,0.039278,0.02,0.02,134,0.001,0.5,20,relu,relu,17,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 100, 200, 1)",sigmoid,Adagrad,100.0,100.0,100.0,200.0,4.0
'deep learning keras','abj40-dt',10.888374893,0.7961560000000001,0.837255,0.051622,0.02,0.02,134,0.001,0.5,20,relu,relu,17,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 200, 100, 1)",sigmoid,Adagrad,100.0,100.0,200.0,100.0,4.0
'deep learning keras','abj40-dt',10.888374893,0.805158,0.835108,0.037198,0.02,0.02,134,0.001,0.5,20,relu,relu,17,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 200, 100, 100, 1)",sigmoid,Adagrad,100.0,200.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',10.888374893,0.808746,0.841935,0.041038,0.02,0.02,134,0.001,0.5,20,relu,relu,17,glorot_normal,0.05,binary_crossentropy,2,0.9,"(200, 100, 100, 100, 1)",sigmoid,Adagrad,200.0,100.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',10.888374893,0.798316,0.830817,0.040713,0.02,0.02,134,0.001,0.5,20,relu,relu,17,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 100, 300, 1)",sigmoid,Adagrad,100.0,100.0,100.0,300.0,4.0
'deep learning keras','abj40-dt',10.888374893,0.801078,0.82778,0.033332,0.02,0.02,134,0.001,0.5,20,relu,relu,17,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 300, 100, 1)",sigmoid,Adagrad,100.0,100.0,300.0,100.0,4.0
'deep learning keras','abj40-dt',10.888374893,0.793492,0.827501,0.04286,0.02,0.02,134,0.001,0.5,20,relu,relu,17,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 300, 100, 100, 1)",sigmoid,Adagrad,100.0,300.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',10.888374893,0.809312,0.842985,0.041607,0.02,0.02,134,0.001,0.5,20,relu,relu,17,glorot_normal,0.05,binary_crossentropy,2,0.9,"(300, 100, 100, 100, 1)",sigmoid,Adagrad,300.0,100.0,100.0,100.0,4.0
'deep learning keras','abj40-dt',10.888374893,0.796186,0.830175,0.04269,0.02,0.02,134,0.001,0.5,20,relu,relu,17,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 100, 400, 1)",sigmoid,Adagrad,100.0,100.0,100.0,400.0,4.0
'deep learning keras','abj40-dt',10.888374893,0.797662,0.835256,0.04713,0.02,0.02,134,0.001,0.5,20,relu,relu,17,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 100, 400, 100, 1)",sigmoid,Adagrad,100.0,100.0,400.0,100.0,4.0
'deep learning keras','abj40-dt',10.888374893,0.808291,0.8372200000000001,0.0357899999999999,0.02,0.02,134,0.001,0.5,20,relu,relu,17,glorot_normal,0.05,binary_crossentropy,2,0.9,"(100, 400, 100, 100, 1)",sigmoid,Adagrad,100.0,400.0,100.0,100.0,4.0
