ml_classifier_name,mean_test_auc,mean_train_auc,percent_auc_diff,L1,L2,batch_size,dec,drate,epochs,hacti,iacti,idim,kinit,lrate,ls,ltype,momen,mstruct,oacti,opti,1,2,3,4,layer_number
'deep learning keras',0.586754,0.584803,0.003325,0.008,0.008,268,0.0005,0.4,5,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.614176,0.607186,0.01138,0.008,0.008,268,0.0005,0.4,10,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.573971,0.580892,0.01206,0.008,0.008,268,0.0005,0.4,15,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.577603,0.570901,0.011604,0.008,0.008,268,0.0005,0.4,20,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.597615,0.590396,0.01208,0.008,0.008,268,0.0005,0.4,25,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.626407,0.624951,0.002323,0.008,0.008,268,0.0005,0.4,30,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.59178,0.594061,0.003854,0.008,0.008,268,0.0005,0.4,35,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.61359,0.618593,0.008153,0.008,0.008,268,0.0005,0.4,40,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.650257,0.645712,0.006991,0.008,0.008,268,0.0005,0.4,45,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.64047,0.64958,0.014225,0.008,0.008,268,0.0005,0.4,50,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.617645,0.62849,0.017559,0.008,0.008,268,0.0005,0.4,55,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.645013,0.64881,0.005886,0.008,0.008,268,0.0005,0.4,60,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.63988,0.647412,0.011771,0.008,0.008,268,0.0005,0.4,65,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.645102,0.641713,0.005254,0.008,0.008,268,0.0005,0.4,70,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.657516,0.65375,0.005727,0.008,0.008,268,0.0005,0.4,75,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.660435,0.664522,0.006188,0.008,0.008,268,0.0005,0.4,80,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.656226,0.652894,0.005077,0.008,0.008,268,0.0005,0.4,85,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.648498,0.653929,0.008376,0.008,0.008,268,0.0005,0.4,90,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.659083,0.659995,0.001383,0.008,0.008,268,0.0005,0.4,95,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.66015,0.660485,0.000508,0.008,0.008,268,0.0005,0.4,100,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.660428,0.660032,0.0006,0.008,0.008,268,0.0005,0.4,110,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.655437,0.664068,0.013169,0.008,0.008,268,0.0005,0.4,120,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.663772,0.668769,0.007528,0.008,0.008,268,0.0005,0.4,130,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.648257,0.655926,0.01183,0.008,0.008,268,0.0005,0.4,140,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.665364,0.664486,0.00132,0.008,0.008,268,0.0005,0.4,150,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.66491,0.671224,0.009497,0.008,0.008,268,0.0005,0.4,160,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.666238,0.674673,0.01266,0.008,0.008,268,0.0005,0.4,170,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.675533,0.676143,0.000903,0.008,0.008,268,0.0005,0.4,180,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.68401,0.680677,0.004872,0.008,0.008,268,0.0005,0.4,190,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.665081,0.677343,0.018436,0.008,0.008,268,0.0005,0.4,200,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.665606,0.671315,0.008577,0.008,0.008,268,0.0005,0.4,210,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.668096,0.674243,0.009202,0.008,0.008,268,0.0005,0.4,220,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.680621,0.68355,0.004304,0.008,0.008,268,0.0005,0.4,230,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.670937,0.67296,0.003015,0.008,0.008,268,0.0005,0.4,240,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.669381,0.675368,0.008943,0.008,0.008,268,0.0005,0.4,250,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.671325,0.67473,0.005072,0.008,0.008,268,0.0005,0.4,260,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.668568,0.676293,0.011555,0.008,0.008,268,0.0005,0.4,270,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.683784,0.684879,0.001602,0.008,0.008,268,0.0005,0.4,280,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.68774,0.685124,0.003805,0.008,0.008,268,0.0005,0.4,290,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.675015,0.674766,0.000368,0.008,0.008,268,0.0005,0.4,300,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.680079,0.683324,0.004771,0.008,0.008,268,0.0005,0.4,310,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.675088,0.679362,0.006332,0.008,0.008,268,0.0005,0.4,320,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.670114,0.680311,0.015217,0.008,0.008,268,0.0005,0.4,330,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.679999,0.688444,0.012419,0.008,0.008,268,0.0005,0.4,340,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.678133,0.681428,0.004858,0.008,0.008,268,0.0005,0.4,350,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.683363,0.681345,0.002952,0.008,0.008,268,0.0005,0.4,360,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.673525,0.680776,0.010765,0.008,0.008,268,0.0005,0.4,370,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.67627,0.685491,0.013636,0.008,0.008,268,0.0005,0.4,380,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.682087,0.687623,0.008117,0.008,0.008,268,0.0005,0.4,390,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.679465,0.679062,0.000593,0.008,0.008,268,0.0005,0.4,400,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.682575,0.687561,0.007305,0.008,0.008,268,0.0005,0.4,410,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.672029,0.675078,0.004537,0.008,0.008,268,0.0005,0.4,420,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.686653,0.685352,0.001895,0.008,0.008,268,0.0005,0.4,430,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.683082,0.685424,0.003429,0.008,0.008,268,0.0005,0.4,440,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.679639,0.68186,0.003269,0.008,0.008,268,0.0005,0.4,450,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.682912,0.687638,0.00692,0.008,0.008,268,0.0005,0.4,460,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.686465,0.688366,0.002769,0.008,0.008,268,0.0005,0.4,470,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.689172,0.690332,0.001682,0.008,0.008,268,0.0005,0.4,480,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.677102,0.686314,0.013606,0.008,0.008,268,0.0005,0.4,490,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.680165,0.683407,0.004766,0.008,0.008,268,0.0005,0.4,500,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.68016,0.685815,0.008314,0.008,0.008,268,0.0005,0.4,520,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.685916,0.686711,0.001159,0.008,0.008,268,0.0005,0.4,540,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.686915,0.690805,0.005662,0.008,0.008,268,0.0005,0.4,560,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.680344,0.684266,0.005765,0.008,0.008,268,0.0005,0.4,580,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.686408,0.690836,0.00645,0.008,0.008,268,0.0005,0.4,600,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.685174,0.686482,0.001909,0.008,0.008,268,0.0005,0.4,620,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
'deep learning keras',0.67855,0.686598,0.011861,0.008,0.008,268,0.0005,0.4,640,relu,relu,4,he_normal,0.001,binary_crossentropy,2,0.4,"(100, 300, 500, 1)",sigmoid,SGD,100.0,300.0,500.0,0.0,3.0
